show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,movie_title,release_date,genre,mpaa_rating,total_gross,inflation_adjusted_gross
s1195,Movie,Sister Act 2: Back in the Habit,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter",United States,"November 12, 2019",1993.0,PG,108 min,"Comedy, Family, Music",Deloris goes back undercover to try to save a troubled inner-city school.,,,,,,
s1196,Movie,Skyrunners,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",United States,"November 12, 2019",2009.0,TV-PG,93 min,"Action-Adventure, Science Fiction",Teen brothers discover a UFO near their town…and learn of an alien plot.,,,,,,
s1197,Movie,Sleeping Beauty,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",United States,"November 12, 2019",1959.0,G,77 min,"Animation, Family, Fantasy",A fairy-tale classic about a princess saved by true love's kiss.,,,,,,
s1198,Movie,Smart House,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",United States,"November 12, 2019",1999.0,TV-G,82 min,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.,,,,,,
s1199,Movie,Smash and Grab,Brian Larsen,,United States,"November 12, 2019",2019.0,PG,8 min,"Animation, Buddy, Family",Two antiquated robots risk everything for freedom and for each other.,,,,,,
s1200,Movie,Snow White and The Seven Dwarfs,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",United States,"November 12, 2019",1937.0,G,84 min,"Animation, Family, Fantasy",Discover the movie called “The Greatest Animated Film Of All Time”!,,,,,,
s1201,Movie,Snowball Express,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",United States,"November 12, 2019",1972.0,G,94 min,"Comedy, Family, Sports",A New York accountant moves west when he inherits a dilapidated ski resort.,,,,,,
s1202,Movie,Snowglobe,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",United States,"November 12, 2019",2007.0,TV-PG,90 min,"Comedy, Family, Fantasy",Angela finds a snow globe that transports her into a Christmas wonderland.,,,,,,
s1203,TV Show,So Weird,,"Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips",Canada,"November 12, 2019",1999.0,TV-Y7,3 Seasons,"Fantasy, Kids, Mystery",A teenage girl travels the country on a rock tour while investigating the supernatural.,,,,,,
s1204,Movie,Society Dog Show,Bill Roberts,"Pinto Colvig, Walt Disney",United States,"November 12, 2019",1939.0,TV-G,9 min,"Animation, Comedy, Family","Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory.",,,,,,
s1205,TV Show,Spider-Man (Shorts),,,,"November 12, 2019",2016.0,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Peter uses science to investigate his spider bite.,,,,,,
s1206,TV Show,Spider-Man and His Amazing Friends,,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",United States,"November 12, 2019",1982.0,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Spider-Man battles crime in New York City with the help of Iceman and Firestar.,,,,,,
s1207,TV Show,Spider-Man Unlimited,,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson","United States, Canada","November 12, 2019",1999.0,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Strap in to your seats and experience Spider-Man Unlimited!,,,,,,
s1208,TV Show,Spider-Woman,,"Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld",United States,"November 12, 2019",1979.0,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Jessica Drew has superhuman powers. She uses them as Spider-Woman.,,,,,,
s1209,TV Show,Star Wars Forces of Destiny (Shorts),,"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones",United States,"November 12, 2019",2016.0,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anthology",Untold stories from the heroines of Star Wars.,,,,,,
s1210,TV Show,Star Wars Rebels,,"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""",United States,"November 12, 2019",2014.0,TV-Y7,4 Seasons,"Action-Adventure, Animation, Kids",The Ghost crew provides a spark to ignite a rebellion.,,,,,,
s1211,TV Show,Star Wars Rebels (Shorts),,,,"November 12, 2019",2014.0,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",It is a dark time in the galaxy as the Empire continues to tighten its grip.,,,,,,
s1212,Movie,Star Wars: A New Hope (Episode IV),George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",United States,"November 12, 2019",1977.0,PG,125 min,"Action-Adventure, Science Fiction",A young farm boy intercepts a distress call from the captive Princess Leia.,,,,,,
s1213,Movie,Star Wars: Attack of the Clones (Episode II),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",United States,"November 12, 2019",2002.0,PG,143 min,"Action-Adventure, Science Fiction",Young Anakin and Padmé fall in love as galactic war looms.,,,,,,
s1214,TV Show,Star Wars: Blips,,,United States,"November 12, 2019",2019.0,TV-Y7-FV,1 Season,Series,What does a curious little droid do when he's not on a daring mission to save the galaxy?,,,,,,
s1215,Movie,Star Wars: Return of the Jedi (Episode VI),Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",United States,"November 12, 2019",1983.0,PG,135 min,"Action-Adventure, Science Fiction",Luke Skywalker faces Darth Vader in a final duel.,,,,,,
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits",United States,"November 12, 2019",2005.0,PG-13,140 min,"Action-Adventure, Science Fiction","As the Republic falls, Anakin Skywalker becomes the evil Darth Vader.",,,,,,
s1217,Movie,Star Wars: The Empire Strikes Back (Episode V),Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",United States,"November 12, 2019",1980.0,PG,127 min,"Action-Adventure, Science Fiction",Luke Skywalker trains as a Jedi and confronts Darth Vader.,,,,,,
s1218,Movie,Star Wars: The Force Awakens (Episode VII),J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",United States,"November 12, 2019",2015.0,PG-13,139 min,"Action-Adventure, Science Fiction","Rey, Finn, Han and Chewbacca search for the one hope of restoring peace.",,,,,,
s1219,Movie,Star Wars: The Phantom Menace (Episode I),George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",United States,"November 12, 2019",1999.0,PG,136 min,"Action-Adventure, Science Fiction","Jedi discover Anakin Skywalker, a boy unusually strong in the Force.",,,,,,
s1220,Movie,Starstruck,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",United States,"November 12, 2019",2010.0,TV-G,81 min,"Comedy, Coming of Age, Music",Pop star Christopher Wilde must choose to follow his heart or embrace fame.,,,,,,
s1221,Movie,Steamboat Willie,"Walt Disney, Ub Iwerks",Walt Disney,United States,"November 12, 2019",1928.0,TV-Y7,8 min,"Animation, Family, Kids",Watch Mickey Mouse's classic cartoon debut. See details for advisory.,,,,,,
s1222,Movie,Stepsister from Planet Weird,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",United States,"November 12, 2019",2000.0,TV-G,86 min,"Comedy, Family, Science Fiction",A human and an alien team up to stop their parents from getting married.,,,,,,
s1223,Movie,Stitch! The Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",United States,"November 12, 2019",2003.0,G,62 min,"Animation, Comedy, Family","Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu.",,,,,,
s1224,Movie,Stonehenge Decoded: Secrets Revealed,Christopher Spencer,Craig Sechler,United Kingdom,"November 12, 2019",2008.0,TV-PG,44 min,Documentary,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge,,,,,,
s1225,Movie,Stuck in the Suburbs,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",United States,"November 12, 2019",2004.0,TV-G,79 min,"Comedy, Coming of Age, Music",A bored suburban teen accidentally switches phones with a pop star.,,,,,,
s1226,Movie,Sultan and the Rock Star,Ed Abroms,"Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany",United States,"November 12, 2019",1980.0,TV-PG,47 min,"Action-Adventure, Animals & Nature, Family",A rock star befriends a gentle tiger being hunted for sport. See details for advisory.,,,,,,
s1227,Movie,Super Buddies,Robert Vince,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",United States,"November 12, 2019",2013.0,G,83 min,"Action-Adventure, Comedy, Family",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!,,,,,,
s1228,Movie,Swiss Family Robinson,Edward Ludwig,"Thomas Mitchell, Edna Best, Freddie Bartholomew, Terry Kilburn, Tim Holt, Baby Quillan",United States,"November 12, 2019",1940.0,PG,94 min,"Action-Adventure, Family, Survival",A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.,,,,,,
s1229,TV Show,TaleSpin,,"Charlie Adler, Jim Cummings, Ed Gilbert, Chuck McCann, Alan Roberts, Sally Struthers",United States,"November 12, 2019",1990.0,TV-G,1 Season,"Action-Adventure, Animation, Kids","Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew.",,,,,,
s1230,Movie,Tall Tale,Jeremiah Chechik,"Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris",United States,"November 12, 2019",1995.0,PG,97 min,"Action-Adventure, Western",It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.,,,,,,
s1231,Movie,Tangled,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor",United States,"November 12, 2019",2010.0,PG,101 min,"Action-Adventure, Animation, Family","Rapunzel and Flynn set off on a hilarious, hair-raising escapade.",,,,,,
s1232,Movie,Tangled Before Ever After,"Tom Caulfield, Stephen Sandoval","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti",United States,"November 12, 2019",2017.0,TV-Y7,58 min,"Animation, Coming of Age, Fantasy",Rapunzel escapes for a night of freedom before her coronation.,,,,,,
s1233,Movie,Tarzan & Jane,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",United States,"November 12, 2019",2002.0,TV-PG,78 min,"Action-Adventure, Animation",Tarzan and Jane celebrate their first year in the jungle.,,,,,,
s1234,Movie,Teacher's Pet,Timothy Björklund,"Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller",United States,"November 12, 2019",2004.0,PG,75 min,"Animation, Comedy, Family",A dog discovers that his dream of becoming a real boy isn't so far-fetched.,,,,,,
s1235,Movie,Teen Beach 2,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"November 12, 2019",2015.0,TV-G,106 min,"Fantasy, Musical",Mack and Brady get a real-world visit from their retro movie compadres.,,,,,,
s1236,Movie,Teen Beach Movie,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"November 12, 2019",2013.0,TV-G,97 min,"Coming of Age, Fantasy, Musical",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.,,,,,,
s1237,Movie,Teen Spirit,Gil Junger,"Cassie Scerbo, Lindsey Shaw, Chris Zylka, Tim Gunn, Carissa Capobianco, Gabriela Lopez",United States,"November 12, 2019",2011.0,TV-14,82 min,"Buddy, Comedy, Coming of Age","To save her soul, Amber must pull off a high-school miracle.",,,,,,
s1238,Movie,That Darn Cat,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",United States,"November 12, 2019",1997.0,PG,90 min,"Animals & Nature, Comedy, Family","A teen, a cat and a rookie FBI agent team up to solve a kidnapping.",,,,,,
s1239,Movie,That Darn Cat!,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",United States,"November 12, 2019",1965.0,G,116 min,"Animals & Nature, Comedy, Family",A cat holds the clue to bank robbers holding a teller hostage.,,,,,,
s1240,Movie,The Absent-Minded Professor,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid",United States,"November 12, 2019",1961.0,G,96 min,"Comedy, Family, Science Fiction",A bumbling professor invents gravity-defying Flubber.,,,,,,
s1241,Movie,The Adventures of André & Wally B.,Alvy Smith,,United States,"November 12, 2019",1984.0,TV-G,2 min,"Animation, Kids",Andre awakens from a nap and is greeted by a pesky bee.,,,,,,
s1242,Movie,The Adventures of Bullwhip Griffin,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",United States,"November 12, 2019",1967.0,TV-PG,111 min,"Action-Adventure, Comedy, Family",A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.,,,,,,
s1243,Movie,The Adventures of Huck Finn,Stephen Sommers,"Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey",United States,"November 12, 2019",1993.0,PG,108 min,"Action-Adventure, Coming of Age, Drama",Huck and a runaway slave brave the Mississippi River in search of freedom.,,,,,,
s1244,Movie,The Adventures of Ichabod and Mr. Toad,"Jack Kinney, Clyde Geronimi, James Algar","Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell",United States,"November 12, 2019",1949.0,G,69 min,"Action-Adventure, Animation, Anthology",Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.,,,,,,
s1245,TV Show,The Adventures of Spin and Marty,,"David Stollery, Tim Considine",United States,"November 12, 2019",1955.0,TV-G,1 Season,"Buddy, Coming of Age, Family",Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory.,,,,,,
s1246,Movie,The African Lion,James Algar,Winston Hibler,United States,"November 12, 2019",1955.0,G,72 min,"Animals & Nature, Documentary, Family",Two wildlife experts spend years studying the majestic African lion.,,,,,,
s1247,Movie,The Apple Dumpling Gang,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",United States,"November 12, 2019",1975.0,G,100 min,"Comedy, Family, Western",Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.,,,,,,
s1248,Movie,The Apple Dumpling Gang Rides Again,Vincent McEveety,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",United States,"November 12, 2019",1979.0,G,89 min,"Comedy, Family, Western",Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.,,,,,,
s1249,Movie,The Aristocats,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",United States,"November 12, 2019",1970.0,G,81 min,"Action-Adventure, Animation, Comedy",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.,,,,,,
s1250,Movie,The Art of Skiing,Jack Kinney,John McLeish,United States,"November 12, 2019",1941.0,TV-G,8 min,"Animation, Comedy, Family",Goofy demonstrates the art of skiing. See details for advisory.,,,,,,
s1251,TV Show,The Avengers: Earth's Mightiest Heroes,,"Eric Loomis, Bumper Robinson, Dawn Olivera, Phil LaMarr, Alex Desert, Kari Wuhrer",United States,"November 12, 2019",2010.0,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids",Chaos sweeps over the planet as the Super Villain prison system breaks down.,,,,,,
s1252,TV Show,The Avengers: United They Stand,,"Martin Roach, Rod Wilson, Lenore Zann, Ron Rubin, Hamish McEwan, Lynda Ballantyne","France, Canada, United States","November 12, 2019",1999.0,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Set in a vibrant, high-tech future, the series focuses on the mightiest superheroes in the universe.",,,,,,
s1253,Movie,The Band Concert,"Wilfred Jackson, Walt Disney",Clarence Nash,United States,"November 12, 2019",1935.0,TV-Y7,10 min,"Animation, Family, Kids",Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.,,,,,,
s1254,Movie,The Bears and I,Bernard McEveety,"Patrick Wayne, Chief George, Andrew Duggan, Michael Ansara, Robert Pine, Val DeVargas",United States,"November 12, 2019",1974.0,TV-PG,83 min,"Animals & Nature, Drama, Family",A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory.,,,,,,
s1255,Movie,The Big Bad Wolf,Burt Gillett,,United States,"November 12, 2019",1934.0,TV-Y7,9 min,"Animation, Family, Musical",Red Riding Hood travels to visit her sick grandmother. See details for advisory.,,,,,,
s1256,Movie,The Biscuit Eater,Vincent McEveety,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",United States,"November 12, 2019",1972.0,G,93 min,"Animals & Nature, Drama, Family",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.,,,,,,
s1257,Movie,The Black Cauldron,"Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner","United States, United Kingdom","November 12, 2019",1985.0,PG,82 min,"Action-Adventure, Animation, Coming of Age",A young pig keeper becomes an unlikely hero when he confronts an evil king.,,,,,,
s1258,Movie,The Black Hole,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux, Ernest Borgnine",United States,"November 12, 2019",1979.0,PG,98 min,"Action-Adventure, Science Fiction, Thriller",Take a spectacular descent into nature's ultimate mystery: The Black Hole.,,,,,,
s1259,Movie,The Blue Umbrella,Saschka Unseld,Sarah Jaffe,United States,"November 12, 2019",2013.0,G,7 min,"Animation, Family, Kids",Two unlikely umbrellas fall eternally in love.,,,,,,
s1260,TV Show,The Book of Once Upon a Time,,Kate Mulvany,,"November 12, 2019",2014.0,TV-Y,4 Seasons,"Animation, Anthology, Kids",Classic Disney tales are brought to life in a magical storytelling experience.,,,,,,
s1261,TV Show,The Book of Pooh,,"Jim Cummings, Paul Tiesler, Jeff Bennett, Peter Cullen, Stephanie d’Abruzzo, John Fiedler",United States,"November 12, 2019",2000.0,TV-Y,2 Seasons,"Comedy, Kids",Pooh and Friends discover Christopher Robin’s storybook filled with endearing tales about them!,,,,,,
s1262,Movie,The Brave Little Toaster Goes to Mars,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",United States,"November 12, 2019",1998.0,TV-G,73 min,"Action-Adventure, Animation, Kids",Toaster and his friends head for Mars to bring the master's baby home.,,,,,,
s1263,Movie,The Castaway Cowboy,Vincent McEveety,"James Garner, Vera Miles, Robert Culp, Eric Shea, Elizabeth Smith, Manu Tupou",United States,"November 12, 2019",1974.0,G,91 min,"Action-Adventure, Family, Western",A Texan castaway helps defend a Hawaiian family's land.,,,,,,
s1264,Movie,The Cheetah Girls,Oz Scott,"Raven , Adrienne Bailon, Kiely Williams, Sabrina Bryan, Juan Chioran, Lori Alter","Canada, United States","November 12, 2019",2003.0,TV-G,94 min,"Coming of Age, Drama, Music",The Cheetah Girls sing and dance their way toward that elusive record deal.,,,,,,
s1265,Movie,The Cheetah Girls 2,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",United States,"November 12, 2019",2006.0,TV-G,98 min,"Coming of Age, Drama, Music",The Cheetahs go to Barcelona to perform in a music festival.,,,,,,
s1266,Movie,The Cheetah Girls: One World,Paul Hoen,"Adrienne Bailon, Sabrina Bryan, Kiely Williams, Roshan Seth, Michael Steger, Kunal Sharma",United States,"November 12, 2019",2008.0,TV-G,85 min,"Comedy, Coming of Age, Music",The Cheetah Girls are off to India to land a spot in a Bollywood musical.,,,,,,
s1267,Movie,The Christmas Star,Alan Shapiro,"Edward Asner, René Auberjonois, Jim Metzler, Susan Tyrrell, Karen Landry, Alan North","Canada, United States","November 12, 2019",1986.0,TV-G,94 min,"Crime, Drama, Family",A counterfeiter finds the true meaning of Christmas.,,,,,,
s1268,Movie,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Ben Barnes, Peter Dinklage","United States, Poland, Slovenia, Czech Republic, United Kingdom","November 12, 2019",2008.0,PG,154 min,"Action-Adventure, Family, Fantasy",The Pevensie siblings return to lead the Narnians on a remarkable journey.,,,,,,
s1269,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy","United Kingdom, United States","November 12, 2019",2005.0,PG,147 min,"Action-Adventure, Family, Fantasy",Four siblings enter a magical land and help its inhabitants defeat a witch.,,,,,,
s1270,Movie,The Color of Friendship,Kevin Hooks,"Carl Lumbly, Penny Johnson, Shadia Simmons, Anthony Burnett, Travis Davis, Lindsey Haun","Canada, United States","November 12, 2019",2000.0,TV-G,83 min,"Biographical, Drama",Two girls from different backgrounds learn the true color of friendship.,,,,,,
s1271,Movie,The Computer Wore Tennis Shoes,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan",United States,"November 12, 2019",1969.0,G,90 min,"Comedy, Crime, Science Fiction",A student turns genius when he absorbs the knowledge stored in a computer.,,,,,,
s1272,Movie,The Country Bears,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",United States,"November 12, 2019",2002.0,G,91 min,"Comedy, Music",The Country Bears aim to save the venue that made them famous.,,,,,,
s1273,Movie,The Emperor's New Groove,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",United States,"November 12, 2019",2000.0,G,82 min,"Action-Adventure, Animation, Family",A selfish emperor learns a lesson in humility when he is turned into a llama.,,,,,,
s1274,Movie,The Even Stevens Movie,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",United States,"November 12, 2019",2003.0,TV-G,94 min,"Action-Adventure, Comedy",An all-expenses-paid vacation ends up costing the Stevens their sanity.,,,,,,
s1275,Movie,The Flood,Brad Bestelink,Angela Bassett,United States,"November 12, 2019",2018.0,TV-PG,93 min,"Animals & Nature, Documentary",The Okavango Delta in Botswana transforms from desert to water wonderland.,,,,,,
s1276,Movie,The Fox and the Hound,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",United States,"November 12, 2019",1981.0,G,85 min,"Action-Adventure, Animation, Buddy",A little fox and a hound pup become unlikely friends.,,,,,,
s1277,Movie,The Fox and the Hound 2,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn, Jeff Foxworthy, Vicki Lawrence",United States,"November 12, 2019",2006.0,G,73 min,"Action-Adventure, Animation, Buddy",Tod and Copper's friendship is put to the test.,,,,,,
s1278,Movie,The Game Plan,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",United States,"November 12, 2019",2007.0,PG,112 min,"Comedy, Family, Sports",A superstar quarterback meets the daughter he never knew existed.,,,,,,
s1279,Movie,The Ghosts of Buxley Hall,Bruce Bilson,"Dick O'Neill, Victor French, Louise Latham, Rad Daly, Monte Markham, Ruta Lee",United States,"November 12, 2019",1980.0,TV-PG,93 min,"Comedy, Family, Fantasy",Ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet.,,,,,,
s1280,Movie,The Goddess of Spring,Wilfred Jackson,,United States,"November 12, 2019",1934.0,TV-Y7,10 min,"Animation, Family, Fantasy","The goddess of spring is kidnapped, bringing about the winter season. See details for advisory.",,,,,,
s1281,Movie,The Golden Touch,Walt Disney,,United States,"November 12, 2019",1935.0,TV-Y7,11 min,"Animation, Family, Fantasy",A fable of a king whose touch turns everything to gold. See details for advisory.,,,,,,
s1282,Movie,The Good Dinosaur,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Padilla, Ryan Teeple, Jack McGraw, Marcus Scribner",United States,"November 12, 2019",2015.0,PG,94 min,"Action-Adventure, Animation, Buddy",A dinosaur named Arlo makes an unlikely friend during his journey home.,,,,,,
s1283,Movie,The Great Muppet Caper,Jim Henson,"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Charles Grodin","United Kingdom, United States","November 12, 2019",1981.0,G,98 min,"Comedy, Crime, Family",Kermit and the gang investigate when Miss Piggy is framed for burglary.,,,,,,
s1284,Movie,The Greatest Game Ever Played,Bill Paxton,"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter","United States, Canada","November 12, 2019",2005.0,PG,122 min,"Biographical, Sports","The story of Francis Ouimet, the first amateur to win the U.S. Open.",,,,,,
s1285,Movie,The Haunted Mansion,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",United States,"November 12, 2019",2003.0,PG,89 min,"Comedy, Family, Fantasy","A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor.",,,,,,
s1286,Movie,The Hockey Champ,Jack King,,United States,"November 12, 2019",1939.0,TV-G,9 min,"Animation, Comedy, Family",Donald and his nephews play Hockey. See details for advisory.,,,,,,
s1287,Movie,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander","United States, France","November 12, 2019",1996.0,G,96 min,"Action-Adventure, Animation, Family",Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy.,,,,,,
s1288,Movie,The Hunchback of Notre Dame II,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",United States,"November 12, 2019",2002.0,G,69 min,"Action-Adventure, Animation, Family",It's Quasimodo's turn to look past appearances when seeking true love.,,,,,,
s1289,TV Show,The Imagineering Story,,,United States,"November 12, 2019",2019.0,TV-PG,1 Season,"Docuseries, Historical",Creating happiness takes a strong blend of imagination and engineering - known as Imagineering.,,,,,,
s1290,Movie,The Incredible Journey,Fletcher Markle,"Émile Genest, John Drainie, Tommy Tweed, Sandra Scott, Syme Jago, Marion Finlayson","Canada, United States","November 12, 2019",1963.0,G,80 min,"Action-Adventure, Animals & Nature, Family",Two dogs and a cat traverse the Canadian frontier to find their way home.,,,,,,
